,country,total_cases,new_cases,total_deaths,new_deaths,total_recovered,activecases,serious_critical,tot_cases/1m_pop,deaths/1m_pop,reported1st_case,ref,date,totaltests,tests/_1m_pop,region,tot_deaths/1m_pop,population,S,E,I,R,CountryCode,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Unnamed: 34
11,italy,21.0,0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,2.0,ITA,0.0,,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,"'Istituzione della zona rossa nei seguenti comuni: Codogno, Castiglione d’Adda, Casalpusterlengo, Fombio, Maleo, Somaglia, Bertonico, Terranova dei Passerini, Castelgerundo e San Fiorano in provincia di Lodi; Vò Euganea in provincia di Padova.?
Non è consentito l'ingresso nè l'uscita di persone da questi comuni.'     https://www.nextquotidiano.it/coronavirus-dove-sono-i-venti-contagiati-in-italia/",3.0,,,,,,,,,,3.0,0.0,24.0,	
12,italy,79.0,0,2.0,1.0,2.0,0.0,18.0,0.0,0.0,0,https://web.archive.org/web/20200222/https://www.worldometers.info/coronavirus/,2020-02-22,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,4.0,ITA,0.0,,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,17.0,0.0,24.0,	
13,italy,157.0,0,3.0,1.0,2.0,0.0,26.0,0.0,0.0,0,https://web.archive.org/web/20200223/https://www.worldometers.info/coronavirus/,2020-02-23,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,5.0,ITA,2.0,0.0,https://www.wired.co.uk/article/coronavirus-italy,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,79.0,2.0,33.0,	
14,italy,229.0,0,7.0,4.0,1.0,0.0,23.0,0.0,0.0,0,https://web.archive.org/web/20200224/https://www.worldometers.info/coronavirus/,2020-02-24,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,8.0,ITA,2.0,0.0,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,132.0,2.0,33.0,	
15,italy,323.0,0,11.0,4.0,2.0,0.0,19.0,0.0,0.0,0,https://web.archive.org/web/20200225/https://www.worldometers.info/coronavirus/,2020-02-25,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,13.0,ITA,2.0,0.0,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,229.0,6.0,33.0,	
16,italy,470.0,0,12.0,1.0,3.0,0.0,35.0,0.0,0.0,0,https://web.archive.org/web/20200226/https://www.worldometers.info/coronavirus/,2020-02-26,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,15.0,ITA,2.0,0.0,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,322.0,11.0,33.0,	
17,italy,655.0,0,17.0,5.0,45.0,0.0,35.0,0.0,0.0,0,https://web.archive.org/web/20200227/https://www.worldometers.info/coronavirus/,2020-02-27,0.0,0.0,Europe,0.0,60461826,60461826,0.0,0.0,62.0,ITA,2.0,0.0,,0.0,,,0.0,,,0.0,,,,,,2.0,0.0,,3.0,,,,,,,,,,400.0,12.0,33.0,	
18,italy,889.0,0,21.0,4.0,46.0,822.0,64.0,0.0,0.0,0,https://web.archive.org/web/20200228/https://www.worldometers.info/coronavirus/,2020-02-28,0.0,0.0,0,0.0,60461826,60461826,0.0,822.0,67.0,ITA,2.0,0.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",0.0,,,0.0,,,1.0,1.0,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5461,2.0,0.0,,3.0,,100000000.0,900 million euro support https://www.cnbc.com/2020/03/03/italy-to-spend-3point6-billion-euros-to-help-virus-hit-economy.html,,,,,,,650.0,17.0,57.0,	
19,italy,1128.0,0,29.0,8.0,50.0,1049.0,105.0,0.0,0.0,0,https://web.archive.org/web/20200229/https://www.worldometers.info/coronavirus/,2020-02-29,0.0,0.0,0,0.0,60461826,60461826,0.0,1049.0,79.0,ITA,2.0,0.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",0.0,,,0.0,,,1.0,1.0,,2.0,0.0,,3.0,,,,,,,,,,888.0,21.0,57.0,	
20,italy,1694.0,0,41.0,12.0,83.0,1570.0,140.0,0.0,0.0,0,https://web.archive.org/web/20200301/https://www.worldometers.info/coronavirus/,2020-03-01,0.0,0.0,0,0.0,60461826,60461826,0.0,1570.0,124.0,ITA,2.0,0.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",1.0,0.0,https://www.wired.co.uk/article/coronavirus-italy,0.0,,,1.0,1.0,,2.0,0.0,,3.0,,4000000000.0,"3.6 bn euro stimulus package announced + tax cuts, tax credits for companies that report a 25% drop in revenues. In addition to support package that was announced on 28/2. https://www.cnbc.com/2020/03/03/italy-to-spend-3point6-billion-euros-to-help-virus-hit-economy.html",,,,,,,1128.0,29.0,62.0,	
21,italy,2036.0,0,52.0,11.0,149.0,1835.0,166.0,0.0,0.0,0,https://web.archive.org/web/20200302/https://www.worldometers.info/coronavirus/,2020-03-02,0.0,0.0,0,0.0,60461826,60461826,0.0,1835.0,201.0,ITA,2.0,0.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",1.0,0.0,,0.0,,,1.0,1.0,,2.0,0.0,,3.0,,,,,,,,,,1689.0,35.0,62.0,	
22,italy,2502.0,0,79.0,27.0,160.0,2263.0,229.0,0.0,0.0,0,https://web.archive.org/web/20200303/https://www.worldometers.info/coronavirus/,2020-03-03,0.0,0.0,0,0.0,60461826,60461826,822.0,2263.0,239.0,ITA,2.0,0.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",1.0,0.0,,0.0,,,1.0,1.0,,2.0,0.0,,3.0,,,,,,,,,,1835.0,52.0,62.0,	
23,italy,3089.0,0,107.0,28.0,276.0,2706.0,295.0,0.0,0.0,0,https://web.archive.org/web/20200304/https://www.worldometers.info/coronavirus/,2020-03-04,0.0,0.0,0,0.0,60461826,60461826,1049.0,2706.0,383.0,ITA,2.0,1.0,https://www.theguardian.com/world/2020/mar/04/italy-orders-closure-of-schools-and-universities-due-to-coronavirus,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,https://www.theguardian.com/world/2020/mar/04/italy-orders-closure-of-schools-and-universities-due-to-coronavirus,,0.0,,3.0,,,,,,,,,,2502.0,80.0,67.0,	
24,italy,3858.0,0,148.0,41.0,414.0,3296.0,351.0,0.0,0.0,0,https://web.archive.org/web/20200305/https://www.worldometers.info/coronavirus/,2020-03-05,0.0,0.0,0,0.0,60461826,60461826,1570.0,3296.0,562.0,ITA,2.0,1.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,,,0.0,,3.0,,,,,,,,,,3089.0,107.0,67.0,	
25,italy,4636.0,778,197.0,49.0,523.0,3916.0,462.0,0.0,0.0,0,https://web.archive.org/web/20200306/https://www.worldometers.info/coronavirus/,2020-03-06,0.0,0.0,0,0.0,60461826,60461826,1835.0,3916.0,720.0,ITA,2.0,1.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,,,0.0,,3.0,,,,,,,,,,3858.0,148.0,67.0,	
26,italy,5883.0,1,233.0,36.0,589.0,5061.0,567.0,97.3,0.0,0,https://web.archive.org/web/20200307/https://www.worldometers.info/coronavirus/,2020-03-07,0.0,0.0,0,0.0,60461826,60461826,2263.0,5061.0,822.0,ITA,2.0,1.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5468,,0.0,,3.0,,,,,,,,,,4636.0,197.0,67.0,	
27,italy,7375.0,1,366.0,133.0,622.0,6387.0,650.0,122.0,0.0,0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08,0.0,0.0,0,0.0,60461826,60461826,2706.0,6387.0,988.0,ITA,2.0,1.0,,2.0,0.0,"https://www.ft.com/content/8f34c332-5947-11ea-abe5-8e03987b7b20
Lockdown imposed in Lombardy and Vo: 'While individuals can leave their homes, they are not to go to school or work.'",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,https://www.nytimes.com/2020/03/08/world/europe/italy-coronavirus-quarantine.html,,0.0,,3.0,,8500000000.0,"7.5bn euro stimulus package, announced wk of 8/3. Also plan ot raise year's deficit goal to 2.5% of national output from the current 2.2% target. https://www.ft.com/content/55865732-60cb-11ea-b3f3-fe4680ea68b5",,,,,,,5883.0,233.0,67.0,	
28,italy,9172.0,1,463.0,97.0,724.0,7985.0,733.0,151.7,0.0,0,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09,0.0,0.0,0,0.0,60461826,60461826,3296.0,7985.0,1187.0,ITA,2.0,1.0,,2.0,1.0,"On 9 March 2020, the government of Italy under Prime Minister Giuseppe Conte imposed a national quarantine, restricting the movement of the population except for necessity, work, and health circumstances, in response to the growing pandemic of COVID-19 in the country. Additional lockdown restrictions mandated the temporary closure of non-essential shops and businesses. 
https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,,,0.0,,3.0,,,,,,,,,,7375.0,366.0,71.0,	
29,italy,10149.0,0,631.0,168.0,1004.0,8514.0,877.0,167.9,0.0,0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10,0.0,0.0,0,0.0,60461826,60461826,3916.0,8514.0,1635.0,ITA,2.0,1.0,,2.0,1.0,"On 9 March 2020, the government of Italy under Prime Minister Giuseppe Conte imposed a national quarantine, restricting the movement of the population except for necessity, work, and health circumstances, in response to the growing pandemic of COVID-19 in the country. Additional lockdown restrictions mandated the temporary closure of non-essential shops and businesses. 
https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown",2.0,1.0,"'Il Governo, con la firma del DPCM del 4 marzo, mira a ridurre gli assembramenti su tutto il territorio nazionale, Di seguito sono elencati i punti principali del provvedimento:
- Sono sospesi i congressi, le riunioni, i meeting e gli eventi sociali, in cui è coinvolto personale sanitario o personale incaricato dello svolgimento di servizi pubblici essenziali o di pubblica utilità;
- Sono sospese le manifestazioni, gli eventi e gli spettacoli di qualsiasi natura;
- Sono sospesi altresì gli eventi e le competizioni sportive di ogni ordine e disciplina, svolti in ogni luogo, sia pubblico sia privato. Resta comunque consentito lo svolgimento dei predetti eventi e competizioni.'https://www.politicovid.com/italia;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241",0.0,,,1.0,1.0,http://www.salute.gov.it/portale/nuovocoronavirus/archivioComunicatiNuovoCoronavirus.jsp?lingua=italiano&area=nuovocoronavirus&comunicati.page=1; https://www.iss.it/documents/20126/0/Poster+Raccomandazioni+isolamento+rev+12+marzo+%281%29.pdf/d409de34-8bba-a220-10e8-e7e8a33963c3?t=1584027346339 - public health poster ,,0.0,,3.0,,2700000000.0,Increased to 10bn euro from 7.5bn announcement a few days earlier. Also announced a moratorium on debt payments such as mortgages during the outbreak. https://www.ft.com/content/21d94d40-6251-11ea-a6cd-df28cc3c6a68,,,,,,,9172.0,464.0,71.0,	
30,italy,12462.0,2,827.0,196.0,1045.0,10590.0,1028.0,206.1,0.0,0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11,0.0,0.0,0,0.0,60461826,60461826,5061.0,10590.0,1872.0,ITA,2.0,1.0,https://www.gov.uk/foreign-travel-advice/italy,2.0,1.0,"https://www.gov.uk/foreign-travel-advice/italy  (All are suspended with the exception of grocery stores, pharmacies, pet shops, newsstands, computer stores, petrol stations, hardware, laundry and drycleaners, banks) http://www.italia.it/en/useful-info/covid-19-information-and-updates-for-tourists.html",2.0,1.0,https://www.gov.uk/foreign-travel-advice/italy,0.0,,https://www.gov.uk/foreign-travel-advice/italy,1.0,1.0,,2.0,0.0,,3.0,,,,,,,,,,10149.0,631.0,81.0,	
31,italy,15113.0,2,1016.0,189.0,1258.0,12839.0,1153.0,250.0,0.0,0,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12,0.0,0.0,0,0.0,60461826,60461826,6387.0,12839.0,2274.0,ITA,2.0,1.0,https://www.medscape.com/viewarticle/926777,2.0,1.0,https://www.medscape.com/viewarticle/926777,2.0,1.0,https://www.medscape.com/viewarticle/926777,1.0,0.0,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.

http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299
(Translated: 'The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020.')",1.0,1.0,http://www.salute.gov.it/portale/nuovocoronavirus/archivioComunicatiNuovoCoronavirus.jsp?lingua=italiano&area=nuovocoronavirus&comunicati.page=0,2.0,1.0,http://www.italia.it/en/useful-info/covid-19-information-and-updates-for-tourists.html,3.0,,,,,,,,,,12462.0,827.0,90.0,	
32,italy,17660.0,2,1266.0,250.0,1439.0,14955.0,1328.0,292.1,0.0,0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13,0.0,0.0,0,0.0,60461826,60461826,7985.0,14955.0,2705.0,ITA,2.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,0.0,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.

http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299
(Translated: 'The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020.')",1.0,1.0,,2.0,1.0,,3.0,,,,,,,,,,15113.0,1016.0,90.0,	
33,italy,21157.0,3,1441.0,175.0,1966.0,17750.0,1518.0,349.9,0.0,0,https://web.archive.org/web/20200314/https://www.worldometers.info/coronavirus/,2020-03-14,0.0,0.0,0,0.0,60461826,60461826,8514.0,17750.0,3407.0,ITA,2.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,0.0,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.

http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299
(Translated: 'The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020.')",1.0,1.0,http://www.salute.gov.it/portale/nuovocoronavirus/archivioComunicatiNuovoCoronavirus.jsp?lingua=italiano&area=nuovocoronavirus&comunicati.page=0,2.0,1.0,,3.0,,,,,,,,,,17660.0,1268.0,90.0,	
34,italy,24747.0,3,1809.0,368.0,2335.0,20603.0,1672.0,409.3,0.0,0,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15,0.0,0.0,0,0.0,60461826,60461826,10590.0,20603.0,4144.0,ITA,2.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,0.0,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.

http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299
(Translated: 'The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020.')",1.0,1.0,,2.0,1.0,,3.0,,,,,,,,,,17750.0,1441.0,90.0,	
