,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
60,Albania,15,+5,1.0,1.0,,14,,5.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
61,Costa Rica,13,,,,,13,1.0,2.6,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
62,Hungary,13,+1,,,,13,,1.3,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
63,Peru,13,+2,,,,13,,0.4,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
64,South Africa,13,+6,,,,13,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
65,Serbia,12,+7,,,,12,,1.4,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
66,Azerbaijan,11,,,,3.0,8,,1.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
67,Brunei,11,+5,,,,11,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
68,Macao,10,,,,10.0,0,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
69,Latvia,10,+2,,,1.0,9,,5.3,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
70,Slovakia,10,+3,,,,10,,1.8,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
71,Belarus,9,,,,3.0,6,,1.0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
72,Colombia,9,+6,,,,9,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
73,Panama,8,+7,1.0,1.0,,7,,1.9,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
74,Mexico,8,+1,,,4.0,4,1.0,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
75,Maldives,8,+2,,,,8,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
76,Bulgaria,7,+1,1.0,1.0,,6,,1.0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
77,Afghanistan,7,+2,,,,7,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
78,Luxembourg,7,,,,,7,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
79,North Macedonia,7,,,,,7,,3.4,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
80,Tunisia,7,+1,,,,7,1.0,0.6,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
81,Bosnia and Herzegovina,7,,,,,7,,2.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
82,Morocco,6,+3,1.0,,,5,1.0,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
83,Cyprus,6,+4,,,,6,,5.0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
84,Malta,6,+1,,,,6,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
85,Dominican Republic,5,,,,,5,,0.5,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
86,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
87,French Guiana,5,,,,,5,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
88,Paraguay,5,+3,,,,5,1.0,0.7,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
89,Senegal,4,,,,1.0,3,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
90,Cambodia,3,,,,1.0,2,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
91,Lithuania,3,,,,,3,,1.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
92,Bangladesh,3,,,,,3,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
93,Martinique,3,,,,,3,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
94,Moldova,3,,,,,3,,0.7,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
95,Nigeria,2,,,,,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
96,Sri Lanka,2,+1,,,1.0,1,,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
97,Bolivia,2,,,,,2,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
98,Burkina Faso,2,,,,,2,,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
99,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
100,Channel Islands,2,,,,,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
101,Faeroe Islands,2,,,,,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
102,Honduras,2,+2,,,,2,,0.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
103,Jamaica,2,+1,,,,2,,0.7,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
104,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
105,Andorra,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
106,Armenia,1,,,,,1,,0.3,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
107,Jordan,1,,,,,1,,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
108,Monaco,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
109,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
110,Ukraine,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
111,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
112,Ivory Coast,1,+1,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
113,DRC,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
114,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
115,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
116,Liechtenstein,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
117,Mongolia,1,,,,,1,,0.3,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
118,Réunion,1,+1,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
119,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
120,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
121,Turkey,1,,,,,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
122,Total:,126061,7113,4616.0,320.0,67057.0,54388,5944.0,16.2,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11
