,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
47,Estonia,306,+23,,,2.0,304,,231.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
48,Egypt,294,+9,10.0,2.0,42.0,242,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
49,Hong Kong,274,+18,4.0,,100.0,170,4.0,37.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
50,Panama,245,+45,3.0,2.0,1.0,241,7.0,57.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
51,South Africa,240,+38,,,2.0,238,,4.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
52,Lebanon,230,+53,4.0,,8.0,218,4.0,34.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
53,Iraq,214,+6,17.0,,51.0,146,,5.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
54,Croatia,206,+76,1.0,,5.0,200,,50.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
55,Mexico,203,+39,2.0,1.0,4.0,197,1.0,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
56,Colombia,196,+51,,,1.0,195,,4.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
57,Slovakia,178,+41,,,7.0,171,2.0,33.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
58,Kuwait,176,+17,,,27.0,149,5.0,41.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
59,Serbia,171,+36,1.0,,2.0,168,4.0,20.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
60,Bulgaria,163,+36,3.0,,3.0,157,3.0,23.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
61,San Marino,160,+9,20.0,6.0,4.0,136,12.0,4715.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
62,Armenia,160,+24,,,1.0,159,2.0,54.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
63,Argentina,158,,4.0,1.0,3.0,151,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
64,Taiwan,153,+18,2.0,,28.0,123,,6.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
65,UAE,153,+13,2.0,,38.0,113,2.0,15.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
66,Algeria,139,+45,15.0,4.0,65.0,59,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
67,Latvia,124,+13,,,1.0,123,,66.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
68,Costa Rica,117,+4,2.0,,2.0,113,2.0,23.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
69,Dominican Republic,112,+40,3.0,1.0,,109,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
70,Uruguay,110,,,,,110,3.0,32.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
71,Hungary,103,+18,4.0,,7.0,92,6.0,11.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
72,Jordan,100,+16,,,1.0,99,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
73,Lithuania,99,+30,1.0,,1.0,97,1.0,36.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
74,Morocco,96,+10,3.0,,3.0,90,1.0,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
75,Vietnam,94,+3,,,17.0,77,2.0,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
76,Bosnia and Herzegovina,93,+4,1.0,1.0,2.0,90,1.0,28.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
77,Faeroe Islands,92,+12,,,3.0,89,,1883.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
78,Andorra,88,+13,,,1.0,87,2.0,1139.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
79,North Macedonia,85,+9,,,1.0,84,1.0,41.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
80,Cyprus,84,+9,1.0,1.0,3.0,80,3.0,70.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
81,Brunei,83,+5,,,1.0,82,2.0,190.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
82,Moldova,80,+14,1.0,,1.0,78,3.0,20.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
83,Sri Lanka,77,+4,,,3.0,74,2.0,4.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
84,Albania,76,+6,2.0,,2.0,72,2.0,26.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
85,Belarus,76,+7,,,15.0,61,,8.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
86,Malta,73,+9,,,2.0,71,1.0,165.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
87,Venezuela,70,+5,,,15.0,55,2.0,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
88,Burkina Faso,64,+24,3.0,2.0,5.0,56,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
89,Tunisia,60,+6,1.0,,1.0,58,7.0,5.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
90,Guadeloupe,56,+5,1.0,,,55,4.0,140.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
91,Senegal,56,+9,,,5.0,51,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
92,Kazakhstan,54,+2,,,,54,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
93,Azerbaijan,53,+9,1.0,,11.0,41,,5.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
94,Cambodia,53,+2,,,2.0,51,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
95,Palestine,53,+5,,,17.0,36,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
96,New Zealand,52,,,,,52,,11.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
97,Oman,52,+4,,,13.0,39,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
98,Georgia,49,+5,,,1.0,48,1.0,12.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
99,Trinidad and Tobago,49,+40,,,,49,,35.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
100,Ukraine,47,+6,3.0,,1.0,43,,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
101,Réunion,47,+9,,,,47,,52.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
102,Uzbekistan,41,+8,,,,41,,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
103,Cameroon,40,+13,,,2.0,38,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
104,Martinique,37,+5,1.0,,,36,7.0,99.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
105,Liechtenstein,37,+9,,,,37,,970.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
106,Channel Islands,32,+20,,,,32,,184.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
107,Bangladesh,24,+4,2.0,1.0,3.0,19,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
108,Afghanistan,24,,,,1.0,23,,0.6,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
109,Honduras,24,,,,,24,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
110,DRC,23,+5,1.0,1.0,,22,,0.3,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
111,Paraguay,22,+4,1.0,1.0,,21,1.0,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
112,Nigeria,22,+10,,,1.0,21,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
113,Cuba,21,,1.0,,,20,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
114,Ghana,21,+5,1.0,1.0,,20,,0.7,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
115,Puerto Rico,21,+7,1.0,1.0,,20,,7.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
116,Jamaica,19,,1.0,,2.0,16,,6.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
117,Macao,19,+2,,,10.0,9,,29.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
118,Bolivia,19,+3,,,,19,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
119,Guyana,18,+3,1.0,,,17,,23.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
120,Monaco,18,+7,,,1.0,17,,459.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
121,French Guiana,18,+3,,,,18,,60.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
122,Guatemala,17,+5,1.0,,,16,,0.9,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
123,Rwanda,17,,,,,17,,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
124,Montenegro,16,+2,,,,16,,25.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
125,Togo,16,+7,,,,16,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
126,French Polynesia,15,+4,,,,15,,53.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
127,Guam,15,+1,,,,15,,89.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
128,Mauritius,14,+2,1.0,1.0,,13,,11.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
129,Barbados,14,+8,,,,14,,49.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
130,Ivory Coast,14,+5,,,1.0,13,,0.5,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
131,Kyrgyzstan,14,+8,,,,14,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
132,Maldives,13,,,,3.0,10,,24.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
133,Mayotte,11,+4,,,,11,,40.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
134,Gibraltar,10,,,,2.0,8,,297.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
135,Mongolia,10,+4,,,,10,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
136,Ethiopia,9,,,,,9,,0.08,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
137,Kenya,7,,,,,7,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
138,Seychelles,7,,,,,7,,71.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
139,Equatorial Guinea,6,,,,,6,,4.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
140,Tanzania,6,,,,,6,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
141,U.S. Virgin Islands,6,+3,,,,6,,57.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
142,Gabon,5,+1,1.0,,,4,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
143,Aruba,5,,,,1.0,4,,47.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
144,Saint Martin,5,+1,,,,5,,129.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
145,Suriname,5,+1,,,,5,,9.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
146,Bahamas,4,,,,,4,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
147,New Caledonia,4,+2,,,,4,,14.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
148,Cayman Islands,3,,1.0,,,2,,46.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
149,Curaçao,3,,1.0,,,2,,18.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
150,Cabo Verde,3,+2,,,,3,,5.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
151,CAR,3,,,,,3,,0.6,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
152,Congo,3,,,,,3,,0.5,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
153,El Salvador,3,+2,,,,3,,0.5,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
154,Liberia,3,+1,,,,3,,0.6,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
155,Madagascar,3,,,,,3,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
156,Namibia,3,,,,,3,,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
157,St. Barth,3,,,,,3,,304.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
158,Zimbabwe,3,+2,,,,3,,0.2,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
159,Sudan,2,,1.0,,,1,,0.05,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
160,Angola,2,+1,,,,2,,0.06,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
161,Benin,2,,,,,2,,0.2,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
162,Bermuda,2,,,,,2,,32.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
163,Bhutan,2,,,,,2,,3.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
164,Fiji,2,+1,,,,2,,2.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
165,Greenland,2,,,,,2,,35.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
166,Guinea,2,,,,,2,,0.2,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
167,Haiti,2,,,,,2,,0.2,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
168,Isle of Man,2,,,,,2,,24.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
169,Mauritania,2,,,,,2,,0.4,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
170,Nicaragua,2,,,,,2,,0.3,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
171,Saint Lucia,2,,,,,2,,11.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
172,Zambia,2,,,,,2,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
173,Nepal,1,,,,1.0,0,,0.03,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
174,Antigua and Barbuda,1,,,,,1,,10.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
175,Chad,1,,,,,1,,0.06,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
176,Djibouti,1,,,,,1,,1.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
177,Eritrea,1,+1,,,,1,,0.3,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
178,Gambia,1,,,,,1,,0.4,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
179,Vatican City,1,,,,,1,,1248.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
180,Montserrat,1,,,,,1,,200.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
181,Niger,1,,,,,1,,0.04,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
182,Papua New Guinea,1,,,,,1,,0.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
183,St. Vincent Grenadines,1,,,,,1,,9.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
184,Sint Maarten,1,,,,,1,,23.0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
185,Somalia,1,,,,,1,,0.06,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
186,Eswatini,1,,,,,1,,0.9,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
187,Timor-Leste,1,+1,,,,1,,0.8,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
188,Uganda,1,+1,,,,1,,0.02,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
189,Total:,305036,29439,13013.0,1626.0,95500.0,196523,9873.0,39.1,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22
