Country,StringencyIndex,date,I
Lebanon,,2020-04-03,432.0
Lebanon,,2020-04-04,441.0
Lebanon,,2020-04-05,449.0
Lebanon,,2020-04-06,455.0
Lebanon,,2020-04-07,462.0
Lebanon,,2020-04-08,467.0
Lebanon,,2020-04-09,495.0
Iraq,0.0,2020-02-22,0.0
Iraq,0.0,2020-02-23,0.0
Iraq,10.0,2020-02-24,0.0
Iraq,24.0,2020-02-25,0.0
Iraq,24.0,2020-02-26,0.0
Iraq,43.0,2020-02-27,0.0
Iraq,43.0,2020-02-28,8.0
Iraq,57.0,2020-02-29,13.0
Iraq,57.0,2020-03-01,19.0
Iraq,57.0,2020-03-02,26.0
Iraq,57.0,2020-03-03,32.0
Iraq,57.0,2020-03-04,33.0
Iraq,57.0,2020-03-05,33.0
Iraq,57.0,2020-03-06,43.0
Iraq,57.0,2020-03-07,49.0
Iraq,57.0,2020-03-08,53.0
Iraq,57.0,2020-03-09,61.0
Iraq,67.0,2020-03-10,49.0
Iraq,67.0,2020-03-11,49.0
Iraq,67.0,2020-03-12,51.0
Iraq,76.0,2020-03-13,68.0
Iraq,76.0,2020-03-14,74.0
Iraq,76.0,2020-03-15,88.0
Iraq,76.0,2020-03-16,91.0
Iraq,76.0,2020-03-17,102.0
Iraq,76.0,2020-03-18,102.0
Iraq,76.0,2020-03-19,111.0
Iraq,76.0,2020-03-20,130.0
Iraq,76.0,2020-03-21,142.0
Iraq,76.0,2020-03-22,146.0
Iraq,,2020-03-23,156.0
Iraq,,2020-03-24,181.0
Iraq,,2020-03-25,214.0
Iraq,,2020-03-26,214.0
Iraq,,2020-03-27,241.0
Iraq,,2020-03-28,296.0
Iraq,,2020-03-29,333.0
Iraq,,2020-03-30,362.0
Iraq,,2020-03-31,432.0
Iraq,,2020-04-01,474.0
Iraq,,2020-04-02,494.0
Iraq,,2020-04-03,516.0
Iraq,,2020-04-04,540.0
Iraq,,2020-04-05,563.0
Iraq,,2020-04-06,621.0
Iraq,,2020-04-07,623.0
Iraq,,2020-04-08,684.0
Iraq,,2020-04-09,681.0
Oman,,2020-02-24,0.0
Oman,,2020-02-25,0.0
Oman,,2020-02-26,0.0
Oman,,2020-02-27,0.0
Oman,,2020-02-28,6.0
Oman,,2020-02-29,5.0
Oman,,2020-03-01,5.0
Oman,,2020-03-02,4.0
Oman,,2020-03-03,10.0
Oman,,2020-03-04,13.0
Oman,,2020-03-05,14.0
Oman,,2020-03-06,14.0
Oman,,2020-03-07,14.0
Oman,,2020-03-08,14.0
Oman,,2020-03-09,9.0
Oman,,2020-03-10,9.0
Oman,,2020-03-11,9.0
Oman,,2020-03-12,9.0
Oman,,2020-03-13,10.0
Oman,,2020-03-14,10.0
Oman,,2020-03-15,13.0
Oman,,2020-03-16,13.0
Oman,,2020-03-17,21.0
Oman,,2020-03-18,21.0
Oman,,2020-03-19,26.0
Oman,,2020-03-20,35.0
Oman,,2020-03-21,35.0
Oman,,2020-03-22,39.0
Oman,,2020-03-23,38.0
Oman,,2020-03-24,49.0
Oman,,2020-03-25,67.0
Oman,,2020-03-26,82.0
Oman,,2020-03-27,86.0
Oman,,2020-03-28,108.0
Oman,,2020-03-29,129.0
Oman,,2020-03-30,144.0
Oman,,2020-03-31,150.0
Oman,,2020-04-01,157.0
Oman,,2020-04-02,175.0
Oman,,2020-04-03,173.0
Oman,,2020-04-04,194.0
Oman,,2020-04-05,214.0
Oman,,2020-04-06,235.0
Oman,,2020-04-07,268.0
Oman,,2020-04-08,302.0
Oman,,2020-04-09,345.0
Bahrain,,2020-02-24,0.0
Bahrain,,2020-02-25,0.0
Bahrain,,2020-02-26,0.0
Bahrain,,2020-02-27,0.0
Bahrain,,2020-02-28,38.0
Bahrain,,2020-02-29,41.0
Bahrain,,2020-03-01,47.0
Bahrain,,2020-03-02,49.0
Bahrain,,2020-03-03,49.0
Bahrain,,2020-03-04,51.0
Bahrain,,2020-03-05,51.0
Bahrain,,2020-03-06,56.0
Bahrain,,2020-03-07,79.0
Bahrain,,2020-03-08,71.0
Bahrain,,2020-03-09,87.0
Bahrain,,2020-03-10,80.0
Bahrain,,2020-03-11,160.0
Bahrain,,2020-03-12,162.0
Bahrain,,2020-03-13,166.0
Bahrain,,2020-03-14,152.0
Bahrain,,2020-03-15,137.0
Bahrain,,2020-03-16,146.0
Bahrain,,2020-03-17,152.0
Bahrain,,2020-03-18,152.0
Bahrain,,2020-03-19,160.0
Bahrain,,2020-03-20,168.0
Bahrain,,2020-03-21,172.0
Bahrain,,2020-03-22,184.0
Bahrain,,2020-03-23,183.0
Bahrain,,2020-03-24,211.0
Bahrain,,2020-03-25,212.0
Bahrain,,2020-03-26,238.0
Bahrain,,2020-03-27,250.0
Bahrain,,2020-03-28,235.0
Bahrain,,2020-03-29,207.0
Bahrain,,2020-03-30,223.0
Bahrain,,2020-03-31,216.0
Bahrain,,2020-04-01,268.0
Bahrain,,2020-04-02,228.0
Bahrain,,2020-04-03,258.0
Bahrain,,2020-04-04,286.0
Bahrain,,2020-04-05,261.0
Bahrain,,2020-04-06,265.0
Bahrain,,2020-04-07,294.0
Bahrain,,2020-04-08,348.0
Bahrain,,2020-04-09,341.0
Kuwait,,2020-02-24,0.0
Kuwait,,2020-02-25,0.0
Kuwait,,2020-02-26,0.0
Kuwait,,2020-02-27,0.0
Kuwait,,2020-02-28,45.0
Kuwait,,2020-02-29,45.0
Kuwait,,2020-03-01,46.0
Kuwait,,2020-03-02,56.0
Kuwait,,2020-03-03,56.0
Kuwait,,2020-03-04,56.0
Kuwait,,2020-03-05,58.0
Kuwait,,2020-03-06,57.0
Kuwait,,2020-03-07,60.0
Kuwait,,2020-03-08,63.0
Kuwait,,2020-03-09,64.0
Kuwait,,2020-03-10,68.0
Kuwait,,2020-03-11,70.0
Kuwait,,2020-03-12,75.0
Kuwait,,2020-03-13,95.0
Kuwait,,2020-03-14,99.0
Kuwait,,2020-03-15,103.0
Kuwait,,2020-03-16,114.0
Kuwait,,2020-03-17,118.0
Kuwait,,2020-03-18,118.0
Kuwait,,2020-03-19,127.0
Kuwait,,2020-03-20,130.0
Kuwait,,2020-03-21,137.0
Kuwait,,2020-03-22,149.0
Kuwait,,2020-03-23,158.0
Kuwait,,2020-03-24,159.0
Kuwait,,2020-03-25,152.0
Kuwait,,2020-03-26,152.0
Kuwait,,2020-03-27,159.0
Kuwait,,2020-03-28,168.0
Kuwait,,2020-03-29,171.0
Kuwait,,2020-03-30,188.0
Kuwait,,2020-03-31,194.0
Kuwait,,2020-04-01,216.0
Kuwait,,2020-04-02,237.0
Kuwait,,2020-04-03,261.0
Kuwait,,2020-04-04,335.0
Kuwait,,2020-04-05,385.0
Kuwait,,2020-04-06,456.0
Kuwait,,2020-04-07,561.0
Kuwait,,2020-04-08,637.0
Kuwait,,2020-04-09,743.0
Afghanistan,0.0,2020-02-24,0.0
Afghanistan,0.0,2020-02-25,0.0
Afghanistan,0.0,2020-02-26,0.0
Afghanistan,0.0,2020-02-27,0.0
Afghanistan,0.0,2020-02-28,1.0
Afghanistan,0.0,2020-02-29,1.0
Afghanistan,24.0,2020-03-01,1.0
Afghanistan,43.0,2020-03-02,1.0
Afghanistan,43.0,2020-03-03,1.0
Afghanistan,43.0,2020-03-04,1.0
Afghanistan,43.0,2020-03-05,1.0
Afghanistan,43.0,2020-03-06,1.0
Afghanistan,43.0,2020-03-07,4.0
Afghanistan,43.0,2020-03-08,4.0
Afghanistan,43.0,2020-03-09,4.0
Afghanistan,43.0,2020-03-10,5.0
Afghanistan,43.0,2020-03-11,7.0
Afghanistan,43.0,2020-03-12,7.0
Afghanistan,43.0,2020-03-13,7.0
Afghanistan,48.0,2020-03-14,11.0
Afghanistan,48.0,2020-03-15,15.0
Afghanistan,48.0,2020-03-16,20.0
Afghanistan,48.0,2020-03-17,21.0
Afghanistan,48.0,2020-03-18,21.0
Afghanistan,48.0,2020-03-19,21.0
Afghanistan,48.0,2020-03-20,21.0
Afghanistan,48.0,2020-03-21,23.0
Afghanistan,48.0,2020-03-22,23.0
Afghanistan,48.0,2020-03-23,38.0
Afghanistan,57.0,2020-03-24,38.0
Afghanistan,57.0,2020-03-25,72.0
Afghanistan,57.0,2020-03-26,80.0
Afghanistan,57.0,2020-03-27,88.0
Afghanistan,57.0,2020-03-28,104.0
Afghanistan,57.0,2020-03-29,104.0
Afghanistan,57.0,2020-03-30,114.0
Afghanistan,,2020-03-31,164.0
Afghanistan,,2020-04-01,165.0
Afghanistan,,2020-04-02,228.0
Afghanistan,,2020-04-03,257.0
Afghanistan,,2020-04-04,265.0
Afghanistan,,2020-04-05,292.0
Afghanistan,,2020-04-06,327.0
Afghanistan,,2020-04-07,338.0
Afghanistan,,2020-04-08,391.0
Afghanistan,,2020-04-09,401.0
Austria,14.0,2020-02-25,0.0
Austria,14.0,2020-02-26,0.0
Austria,14.0,2020-02-27,0.0
Austria,14.0,2020-02-28,6.0
Austria,14.0,2020-02-29,10.0
Austria,14.0,2020-03-01,14.0
Austria,14.0,2020-03-02,18.0
Austria,14.0,2020-03-03,24.0
Austria,14.0,2020-03-04,29.0
Austria,14.0,2020-03-05,41.0
Austria,14.0,2020-03-06,64.0
Austria,14.0,2020-03-07,79.0
Austria,14.0,2020-03-08,102.0
Austria,29.0,2020-03-09,129.0
Austria,29.0,2020-03-10,178.0
Austria,43.0,2020-03-11,242.0
Austria,67.0,2020-03-12,356.0
Austria,76.0,2020-03-13,497.0
Austria,76.0,2020-03-14,648.0
Austria,76.0,2020-03-15,853.0
Austria,95.0,2020-03-16,1007.0
Austria,95.0,2020-03-17,1320.0
Austria,95.0,2020-03-18,1319.0
Austria,95.0,2020-03-19,1633.0
Austria,95.0,2020-03-20,2164.0
Austria,95.0,2020-03-21,2634.0
Austria,95.0,2020-03-22,2975.0
Austria,95.0,2020-03-23,3557.0
Austria,95.0,2020-03-24,4444.0
Austria,95.0,2020-03-25,5246.0
Austria,95.0,2020-03-26,5548.0
Austria,95.0,2020-03-27,6748.0
Austria,95.0,2020-03-28,7414.0
Austria,95.0,2020-03-29,7978.0
Austria,95.0,2020-03-30,8223.0
Austria,57.0,2020-03-31,8874.0
Austria,,2020-04-01,8957.0
Austria,,2020-04-02,9129.0
Austria,,2020-04-03,9222.0
Austria,,2020-04-04,9334.0
Austria,,2020-04-05,9088.0
Austria,,2020-04-06,8849.0
Austria,,2020-04-07,8614.0
Austria,,2020-04-08,8350.0
Austria,,2020-04-09,8157.0
Algeria,0.0,2020-02-25,0.0
Algeria,0.0,2020-02-26,0.0
Algeria,0.0,2020-02-27,0.0
Algeria,0.0,2020-02-28,1.0
Algeria,0.0,2020-02-29,1.0
Algeria,0.0,2020-03-01,2.0
Algeria,0.0,2020-03-02,3.0
Algeria,0.0,2020-03-03,8.0
Algeria,0.0,2020-03-04,17.0
Algeria,0.0,2020-03-05,17.0
Algeria,0.0,2020-03-06,17.0
Algeria,0.0,2020-03-07,19.0
Algeria,0.0,2020-03-08,20.0
Algeria,0.0,2020-03-09,20.0
Algeria,0.0,2020-03-10,20.0
Algeria,0.0,2020-03-11,20.0
Algeria,19.0,2020-03-12,14.0
Algeria,19.0,2020-03-13,14.0
Algeria,19.0,2020-03-14,24.0
Algeria,19.0,2020-03-15,34.0
Algeria,19.0,2020-03-16,46.0
Algeria,19.0,2020-03-17,46.0
Algeria,33.0,2020-03-18,46.0
Algeria,33.0,2020-03-19,36.0
Algeria,43.0,2020-03-20,49.0
Algeria,43.0,2020-03-21,51.0
Algeria,62.0,2020-03-22,59.0
Algeria,62.0,2020-03-23,119.0
Algeria,62.0,2020-03-24,148.0
Algeria,62.0,2020-03-25,221.0
Algeria,62.0,2020-03-26,216.0
Algeria,62.0,2020-03-27,313.0
Algeria,62.0,2020-03-28,354.0
Algeria,62.0,2020-03-29,394.0
Algeria,62.0,2020-03-30,449.0
Algeria,,2020-03-31,512.0
Algeria,,2020-04-01,626.0
Algeria,,2020-04-02,728.0
Algeria,,2020-04-03,839.0
Algeria,,2020-04-04,1004.0
Algeria,,2020-04-05,1031.0
Algeria,,2020-04-06,1078.0
Algeria,,2020-04-07,1160.0
Algeria,,2020-04-08,1162.0
Algeria,,2020-04-09,1130.0
Croatia,19.0,2020-02-25,0.0
Croatia,19.0,2020-02-26,0.0
Croatia,19.0,2020-02-27,0.0
Croatia,19.0,2020-02-28,5.0
Croatia,29.0,2020-02-29,6.0
Croatia,29.0,2020-03-01,7.0
Croatia,29.0,2020-03-02,8.0
Croatia,29.0,2020-03-03,9.0
Croatia,29.0,2020-03-04,10.0
Croatia,29.0,2020-03-05,10.0
Croatia,29.0,2020-03-06,11.0
Croatia,29.0,2020-03-07,12.0
Croatia,29.0,2020-03-08,12.0
Croatia,33.0,2020-03-09,13.0
Croatia,33.0,2020-03-10,15.0
Croatia,38.0,2020-03-11,19.0
Croatia,43.0,2020-03-12,26.0
Croatia,52.0,2020-03-13,31.0
Croatia,62.0,2020-03-14,37.0
Croatia,67.0,2020-03-15,47.0
Croatia,67.0,2020-03-16,54.0
Croatia,71.0,2020-03-17,64.0
Croatia,81.0,2020-03-18,64.0
Croatia,86.0,2020-03-19,84.0
Croatia,86.0,2020-03-20,104.0
Croatia,95.0,2020-03-21,124.0
Croatia,100.0,2020-03-22,200.0
Croatia,57.0,2020-03-23,248.0
Croatia,57.0,2020-03-24,309.0
Croatia,57.0,2020-03-25,376.0
Croatia,57.0,2020-03-26,419.0
Croatia,57.0,2020-03-27,470.0
Croatia,57.0,2020-03-28,546.0
Croatia,57.0,2020-03-29,607.0
Croatia,,2020-03-30,652.0
Croatia,,2020-03-31,717.0
Croatia,,2020-04-01,794.0
Croatia,,2020-04-02,884.0
Croatia,,2020-04-03,916.0
Croatia,,2020-04-04,979.0
Croatia,,2020-04-05,995.0
Croatia,,2020-04-06,1042.0
Croatia,,2020-04-07,1076.0
Croatia,,2020-04-08,1097.0
Croatia,,2020-04-09,1145.0
Switzerland,0.0,2020-02-25,0.0
Switzerland,0.0,2020-02-26,0.0
Switzerland,0.0,2020-02-27,0.0
Switzerland,10.0,2020-02-28,15.0
Switzerland,10.0,2020-02-29,19.0
Switzerland,10.0,2020-03-01,23.0
Switzerland,10.0,2020-03-02,23.0
Switzerland,24.0,2020-03-03,56.0
Switzerland,24.0,2020-03-04,90.0
Switzerland,24.0,2020-03-05,115.0
Switzerland,24.0,2020-03-06,210.0
Switzerland,24.0,2020-03-07,264.0
Switzerland,24.0,2020-03-08,332.0
Switzerland,24.0,2020-03-09,369.0
Switzerland,24.0,2020-03-10,491.0
Switzerland,24.0,2020-03-11,644.0
Switzerland,24.0,2020-03-12,857.0
Switzerland,62.0,2020-03-13,1124.0
Switzerland,62.0,2020-03-14,1358.0
Switzerland,62.0,2020-03-15,2199.0
Switzerland,62.0,2020-03-16,2330.0
Switzerland,76.0,2020-03-17,2700.0
Switzerland,81.0,2020-03-18,2700.0
Switzerland,81.0,2020-03-19,3067.0
Switzerland,81.0,2020-03-20,4164.0
Switzerland,81.0,2020-03-21,5544.0
Switzerland,81.0,2020-03-22,6652.0
Switzerland,90.0,2020-03-23,7245.0
Switzerland,90.0,2020-03-24,8544.0
Switzerland,90.0,2020-03-25,9624.0
Switzerland,90.0,2020-03-26,10613.0
Switzerland,90.0,2020-03-27,11488.0
Switzerland,90.0,2020-03-28,11167.0
Switzerland,,2020-03-29,12282.0
Switzerland,,2020-03-30,12934.0
Switzerland,,2020-03-31,13740.0
Switzerland,,2020-04-01,14349.0
Switzerland,,2020-04-02,14313.0
Switzerland,,2020-04-03,14278.0
Switzerland,,2020-04-04,14169.0
Switzerland,,2020-04-05,13424.0
Switzerland,,2020-04-06,13970.0
Switzerland,,2020-04-07,12836.0
Switzerland,,2020-04-08,12728.0
Switzerland,,2020-04-09,12585.0
Pakistan,14.0,2020-02-26,0.0
Pakistan,33.0,2020-02-27,0.0
Pakistan,29.0,2020-02-28,2.0
Pakistan,29.0,2020-02-29,4.0
Pakistan,33.0,2020-03-01,4.0
Pakistan,29.0,2020-03-02,4.0
Pakistan,29.0,2020-03-03,5.0
Pakistan,29.0,2020-03-04,5.0
Pakistan,29.0,2020-03-05,5.0
Pakistan,29.0,2020-03-06,5.0
Pakistan,29.0,2020-03-07,5.0
Pakistan,29.0,2020-03-08,6.0
Pakistan,29.0,2020-03-09,15.0
Pakistan,29.0,2020-03-10,17.0
Pakistan,29.0,2020-03-11,17.0
Pakistan,29.0,2020-03-12,19.0
Pakistan,52.0,2020-03-13,26.0
Pakistan,52.0,2020-03-14,29.0
Pakistan,52.0,2020-03-15,51.0
Pakistan,52.0,2020-03-16,181.0
Pakistan,60.0,2020-03-17,245.0
Pakistan,52.0,2020-03-18,245.0
Pakistan,52.0,2020-03-19,292.0
Pakistan,52.0,2020-03-20,439.0
Pakistan,52.0,2020-03-21,485.0
Pakistan,52.0,2020-03-22,629.0
Pakistan,60.0,2020-03-23,758.0
Pakistan,93.0,2020-03-24,856.0
Pakistan,,2020-03-25,947.0
Pakistan,,2020-03-26,1034.0
Pakistan,,2020-03-27,1171.0
Pakistan,,2020-03-28,1339.0
Pakistan,,2020-03-29,1454.0
Pakistan,,2020-03-30,1554.0
Pakistan,,2020-03-31,1620.0
Pakistan,,2020-04-01,1836.0
Pakistan,,2020-04-02,1997.0
Pakistan,,2020-04-03,2262.0
Pakistan,,2020-04-04,2520.0
Pakistan,,2020-04-05,2646.0
Pakistan,,2020-04-06,2899.0
Pakistan,,2020-04-07,3454.0
Pakistan,,2020-04-08,3549.0
Pakistan,,2020-04-09,3735.0
Romania,24.0,2020-02-26,0.0
Romania,24.0,2020-02-27,0.0
Romania,24.0,2020-02-28,2.0
Romania,24.0,2020-02-29,2.0
Romania,24.0,2020-03-01,2.0
Romania,24.0,2020-03-02,2.0
Romania,24.0,2020-03-03,3.0
Romania,24.0,2020-03-04,5.0
Romania,24.0,2020-03-05,5.0
Romania,24.0,2020-03-06,6.0
Romania,24.0,2020-03-07,10.0
Romania,38.0,2020-03-08,10.0
Romania,38.0,2020-03-09,12.0
Romania,38.0,2020-03-10,24.0
Romania,52.0,2020-03-11,41.0
Romania,71.0,2020-03-12,53.0
Romania,71.0,2020-03-13,82.0
Romania,71.0,2020-03-14,114.0
Romania,71.0,2020-03-15,130.0
Romania,71.0,2020-03-16,159.0
Romania,71.0,2020-03-17,198.0
Romania,71.0,2020-03-18,198.0
Romania,71.0,2020-03-19,241.0
Romania,71.0,2020-03-20,252.0
Romania,81.0,2020-03-21,277.0
Romania,81.0,2020-03-22,315.0
Romania,86.0,2020-03-23,366.0
Romania,86.0,2020-03-24,496.0
Romania,71.0,2020-03-25,703.0
Romania,71.0,2020-03-26,803.0
Romania,71.0,2020-03-27,912.0
Romania,71.0,2020-03-28,1151.0
Romania,71.0,2020-03-29,1276.0
Romania,71.0,2020-03-30,1566.0
Romania,86.0,2020-03-31,1835.0
Romania,,2020-04-01,1943.0
Romania,,2020-04-02,2116.0
Romania,,2020-04-03,2356.0
Romania,,2020-04-04,2767.0
Romania,,2020-04-05,3138.0
Romania,,2020-04-06,3339.0
Romania,,2020-04-07,3475.0
Romania,,2020-04-08,3760.0
Romania,,2020-04-09,4013.0
Brazil,0.0,2020-02-26,0.0
Brazil,0.0,2020-02-27,0.0
Brazil,0.0,2020-02-28,1.0
Brazil,0.0,2020-02-29,2.0
Brazil,0.0,2020-03-01,2.0
Brazil,14.0,2020-03-02,2.0
Brazil,14.0,2020-03-03,2.0
Brazil,14.0,2020-03-04,3.0
Brazil,14.0,2020-03-05,8.0
Brazil,14.0,2020-03-06,13.0
Brazil,14.0,2020-03-07,19.0
Brazil,14.0,2020-03-08,25.0
Brazil,14.0,2020-03-09,25.0
Brazil,14.0,2020-03-10,34.0
Brazil,14.0,2020-03-11,52.0
Brazil,33.0,2020-03-12,77.0
Brazil,48.0,2020-03-13,151.0
Brazil,48.0,2020-03-14,150.0
Brazil,52.0,2020-03-15,199.0
Brazil,52.0,2020-03-16,232.0
Brazil,62.0,2020-03-17,343.0
Brazil,62.0,2020-03-18,343.0
Brazil,71.0,2020-03-19,523.0
Brazil,71.0,2020-03-20,631.0
Brazil,76.0,2020-03-21,957.0
Brazil,76.0,2020-03-22,1158.0
Brazil,76.0,2020-03-23,1519.0
Brazil,76.0,2020-03-24,1888.0
Brazil,76.0,2020-03-25,2199.0
Brazil,76.0,2020-03-26,2493.0
Brazil,76.0,2020-03-27,2902.0
Brazil,76.0,2020-03-28,3319.0
Brazil,,2020-03-29,3784.0
Brazil,,2020-03-30,4114.0
Brazil,,2020-03-31,4347.0
Brazil,,2020-04-01,5389.0
Brazil,,2020-04-02,6511.0
Brazil,,2020-04-03,7593.0
Brazil,,2020-04-04,8704.0
Brazil,,2020-04-05,9788.0
Brazil,,2020-04-06,10641.0
Brazil,,2020-04-07,11492.0
Brazil,,2020-04-08,13221.0
Brazil,,2020-04-09,15241.0
Georgia,,2020-02-26,0.0
Georgia,,2020-02-27,0.0
Georgia,,2020-02-28,2.0
Georgia,,2020-02-29,3.0
Georgia,,2020-03-01,3.0
Georgia,,2020-03-02,3.0
Georgia,,2020-03-03,3.0
Georgia,,2020-03-04,3.0
Georgia,,2020-03-05,9.0
Georgia,,2020-03-06,9.0
Georgia,,2020-03-07,13.0
Georgia,,2020-03-08,13.0
Georgia,,2020-03-09,15.0
Georgia,,2020-03-10,23.0
Georgia,,2020-03-11,24.0
Georgia,,2020-03-12,25.0
Georgia,,2020-03-13,25.0
Georgia,,2020-03-14,30.0
Georgia,,2020-03-15,32.0
Georgia,,2020-03-16,32.0
Georgia,,2020-03-17,33.0
Georgia,,2020-03-18,33.0
Georgia,,2020-03-19,37.0
Georgia,,2020-03-20,39.0
Georgia,,2020-03-21,43.0
Georgia,,2020-03-22,48.0
Georgia,,2020-03-23,53.0
Georgia,,2020-03-24,53.0
Georgia,,2020-03-25,61.0
Georgia,,2020-03-26,65.0
Georgia,,2020-03-27,68.0
Georgia,,2020-03-28,69.0
Georgia,,2020-03-29,76.0
Georgia,,2020-03-30,73.0
Georgia,,2020-03-31,83.0
Georgia,,2020-04-01,89.0
Georgia,,2020-04-02,94.0
Georgia,,2020-04-03,108.0
Georgia,,2020-04-04,127.0
Georgia,,2020-04-05,125.0
Georgia,,2020-04-06,136.0
Georgia,,2020-04-07,147.0
Georgia,,2020-04-08,147.0
Georgia,,2020-04-09,158.0
Greece,14.0,2020-02-26,0.0
Greece,14.0,2020-02-27,0.0
Greece,14.0,2020-02-28,4.0
Greece,24.0,2020-02-29,4.0
Greece,24.0,2020-03-01,7.0
Greece,14.0,2020-03-02,7.0
Greece,14.0,2020-03-03,7.0
Greece,14.0,2020-03-04,9.0
Greece,14.0,2020-03-05,31.0
Greece,14.0,2020-03-06,45.0
Greece,14.0,2020-03-07,66.0
Greece,14.0,2020-03-08,73.0
Greece,29.0,2020-03-09,84.0
Greece,29.0,2020-03-10,89.0
Greece,43.0,2020-03-11,99.0
Greece,43.0,2020-03-12,116.0
Greece,43.0,2020-03-13,187.0
Greece,43.0,2020-03-14,217.0
Greece,43.0,2020-03-15,319.0
Greece,52.0,2020-03-16,340.0
Greece,52.0,2020-03-17,368.0
Greece,52.0,2020-03-18,368.0
Greece,52.0,2020-03-19,399.0
Greece,52.0,2020-03-20,439.0
Greece,62.0,2020-03-21,466.0
Greece,62.0,2020-03-22,498.0
Greece,67.0,2020-03-23,590.0
Greece,,2020-03-24,649.0
Greece,,2020-03-25,694.0
Greece,,2020-03-26,763.0
Greece,,2020-03-27,829.0
Greece,,2020-03-28,886.0
Greece,,2020-03-29,977.0
Greece,,2020-03-30,1065.0
Greece,,2020-03-31,1114.0
Greece,,2020-04-01,1213.0
Greece,,2020-04-02,1312.0
Greece,,2020-04-03,1430.0
Greece,,2020-04-04,1472.0
Greece,,2020-04-05,1527.0
Greece,,2020-04-06,1584.0
Greece,,2020-04-07,1407.0
Greece,,2020-04-08,1482.0
Greece,,2020-04-09,1532.0
North macedonia,,2020-02-26,0.0
North macedonia,,2020-02-27,0.0
North macedonia,,2020-02-28,1.0
North macedonia,,2020-02-29,1.0
North macedonia,,2020-03-01,1.0
North macedonia,,2020-03-02,1.0
North macedonia,,2020-03-03,1.0
North macedonia,,2020-03-04,1.0
North macedonia,,2020-03-05,1.0
North macedonia,,2020-03-06,3.0
North macedonia,,2020-03-07,3.0
North macedonia,,2020-03-08,3.0
North macedonia,,2020-03-09,4.0
North macedonia,,2020-03-10,7.0
North macedonia,,2020-03-11,7.0
North macedonia,,2020-03-12,8.0
North macedonia,,2020-03-13,13.0
North macedonia,,2020-03-14,12.0
North macedonia,,2020-03-15,18.0
North macedonia,,2020-03-16,18.0
North macedonia,,2020-03-17,30.0
North macedonia,,2020-03-18,30.0
North macedonia,,2020-03-19,42.0
North macedonia,,2020-03-20,49.0
North macedonia,,2020-03-21,75.0
North macedonia,,2020-03-22,84.0
North macedonia,,2020-03-23,113.0
North macedonia,,2020-03-24,133.0
North macedonia,,2020-03-25,145.0
North macedonia,,2020-03-26,173.0
North macedonia,,2020-03-27,195.0
North macedonia,,2020-03-28,213.0
North macedonia,,2020-03-29,234.0
North macedonia,,2020-03-30,250.0
North macedonia,,2020-03-31,266.0
North macedonia,,2020-04-01,308.0
North macedonia,,2020-04-02,326.0
North macedonia,,2020-04-03,356.0
North macedonia,,2020-04-04,398.0
North macedonia,,2020-04-05,446.0
North macedonia,,2020-04-06,514.0
North macedonia,,2020-04-07,517.0
North macedonia,,2020-04-08,543.0
North macedonia,,2020-04-09,553.0
Norway,0.0,2020-02-26,0.0
Norway,0.0,2020-02-27,0.0
Norway,0.0,2020-02-28,6.0
Norway,0.0,2020-02-29,15.0
Norway,0.0,2020-03-01,19.0
Norway,0.0,2020-03-02,25.0
Norway,,2020-03-03,33.0
Norway,0.0,2020-03-04,59.0
Norway,0.0,2020-03-05,91.0
Norway,0.0,2020-03-06,126.0
Norway,0.0,2020-03-07,156.0
Norway,0.0,2020-03-08,175.0
Norway,0.0,2020-03-09,226.0
Norway,0.0,2020-03-10,399.0
Norway,0.0,2020-03-11,628.0
Norway,45.0,2020-03-12,798.0
Norway,45.0,2020-03-13,994.0
Norway,55.0,2020-03-14,1104.0
Norway,60.0,2020-03-15,1250.0
Norway,55.0,2020-03-16,1344.0
Norway,55.0,2020-03-17,1466.0
Norway,55.0,2020-03-18,1467.0
Norway,55.0,2020-03-19,1584.0
Norway,55.0,2020-03-20,1782.0
Norway,55.0,2020-03-21,1951.0
Norway,55.0,2020-03-22,2151.0
Norway,76.0,2020-03-23,2372.0
Norway,55.0,2020-03-24,2609.0
Norway,55.0,2020-03-25,2848.0
Norway,55.0,2020-03-26,3064.0
Norway,55.0,2020-03-27,3352.0
Norway,55.0,2020-03-28,3745.0
Norway,45.0,2020-03-29,3985.0
Norway,,2020-03-30,4251.0
Norway,,2020-03-31,4401.0
Norway,,2020-04-01,4589.0
Norway,,2020-04-02,4820.0
Norway,,2020-04-03,5065.0
Norway,,2020-04-04,5279.0
Norway,,2020-04-05,5456.0
Norway,,2020-04-06,5584.0
Norway,,2020-04-07,5757.0
Norway,,2020-04-08,5965.0
Norway,,2020-04-09,5909.0
Denmark,,2020-02-27,0.0
Denmark,,2020-02-28,2.0
Denmark,,2020-02-29,3.0
Denmark,,2020-03-01,4.0
Denmark,,2020-03-02,4.0
Denmark,,2020-03-03,10.0
Denmark,,2020-03-04,15.0
Denmark,,2020-03-05,19.0
Denmark,,2020-03-06,22.0
Denmark,,2020-03-07,26.0
Denmark,,2020-03-08,34.0
Denmark,,2020-03-09,89.0
Denmark,24.0,2020-03-10,261.0
Denmark,38.0,2020-03-11,513.0
Denmark,38.0,2020-03-12,673.0
Denmark,67.0,2020-03-13,800.0
