,S,E,I,R,country,date,CountryCode,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Unnamed: 34
10,145934462,0.0,0.0,2.0,russia,2020-02-20,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
11,145934462,0.0,0.0,2.0,russia,2020-02-21,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
12,145934462,0.0,0.0,2.0,russia,2020-02-22,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
13,145934462,0.0,0.0,2.0,russia,2020-02-23,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
14,145934462,0.0,0.0,2.0,russia,2020-02-24,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
15,145934462,0.0,0.0,2.0,russia,2020-02-25,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
16,145934462,0.0,0.0,2.0,russia,2020-02-26,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
17,145934462,0.0,0.0,2.0,russia,2020-02-27,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
18,145934462,0.0,0.0,2.0,russia,2020-02-28,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,https://www.kommersant.ru/doc/4285154?from=doc_vrez. Airline restrictions to / from Iran,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
19,145934462,0.0,0.0,2.0,russia,2020-02-29,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
20,145934462,0.0,0.0,2.0,russia,2020-03-01,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,https://www.kommersant.ru/doc/4285154?from=doc_vrez. Airline restrictions to and from S. Korea,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
21,145934462,0.0,1.0,2.0,russia,2020-03-02,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,2.0,0.0,14.0,	
22,145934462,0.0,1.0,2.0,russia,2020-03-03,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,3.0,0.0,14.0,	
23,145934462,0.0,1.0,2.0,russia,2020-03-04,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,0.0,,6.0,,0.0,,0.0,,4.0,0.0,14.0,	
24,145934462,0.0,2.0,2.0,russia,2020-03-05,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,kommersant.ru/doc/4285154?from=doc_vrez. Required 14 day self-isolation for anyone returning from countries with COVID-19 cases. Report to Moscow via hotline,3.0,,0.0,,6.0,,0.0,,0.0,,,,29.0,	
25,145934462,1.0,11.0,2.0,russia,2020-03-06,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,,3.0,kommersant.ru/doc/4285154?from=doc_vrez Temporary ban of entry for Iranian citizens,0.0,,6.0,,0.0,,0.0,,,,29.0,	
26,145934462,1.0,12.0,3.0,russia,2020-03-07,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,10.0,0.0,29.0,	
27,145934462,1.0,14.0,3.0,russia,2020-03-08,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,,,29.0,	
28,145934462,2.0,17.0,3.0,russia,2020-03-09,RUS,0.0,,,0.0,,,0.0,,,0.0,,http://kommersant.ru/doc/4285154?from=doc_vrez Recommends that individuals do not use public transport during peak hours,0.0,,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,,,29.0,	
29,145934462,11.0,17.0,3.0,russia,2020-03-10,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,"kommersant.ru/doc/4285154?from=doc_vrez. Additional recommendation measures on top of self-isolation. Citizens recommended against using public transport during peak hours, and against visiting sport centers, and other public events",3.0,,0.0,,6.0,,0.0,,0.0,,10.0,0.0,29.0,	
30,145934462,12.0,17.0,3.0,russia,2020-03-11,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,St. Petersburg bans all gatherings with 50+ people. https://www.kommersant.ru/doc/4285154?from=doc_vrez,3.0,,0.0,,6.0,,0.0,,0.0,,,,29.0,	
31,145934462,14.0,31.0,3.0,russia,2020-03-12,RUS,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,25.0,0.0,29.0,	
32,145934462,17.0,37.0,8.0,russia,2020-03-13,RUS,0.0,,,0.0,,,2.0,0.0,kommersant.ru/doc/4285154?from=doc_vrez. A ban on all public events in St. Petersburg with greater than 1000 people (In Leningrad Oblast a ban on events with more than 300 people),0.0,,,0.0,,,2.0,1.0,,3.0,"kommersant.ru/doc/4285154?from=doc_vrez. A ban on almost all flights to and from Germany, Italy, France, and Spain;",0.0,,6.0,,0.0,,0.0,,30.0,0.0,38.0,	
33,145934462,17.0,51.0,8.0,russia,2020-03-14,RUS,0.0,,,0.0,,,2.0,0.0,,0.0,,,0.0,,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,45.0,0.0,38.0,	
34,145934462,17.0,55.0,8.0,russia,2020-03-15,RUS,0.0,,,0.0,,,2.0,0.0,,0.0,,,0.0,,,2.0,1.0,,3.0,"kommersant.ru/doc/4285154?from=doc_vrez. Travel restrictions to/from Ukraine, Moldova, Latvia",0.0,,6.0,,0.0,,0.0,,59.0,0.0,38.0,	
35,145934462,31.0,85.0,8.0,russia,2020-03-16,RUS,1.0,0.0,Optional school attendance -- government recommends online learning https://www.kommersant.ru/doc/4290063?from=main_1. https://icmos.ru/news/sobyanin-usilil-mery-po-protivodeystviyu-koronavirusu. ,0.0,,Individuals required to self-isolate banned from coming into workplace http://kommersant.ru/doc/4285154?from=doc_vrez ,2.0,0.0,https://www.kommersant.ru/doc/4285154?from=doc_vrez Ban on all mass outdoor public events until April 10th. Indoor events should restricted to 50 people. (Moscow). A ban on all sports events with participation of international athletes.,0.0,,"https://iz.ru/988083/2020-03-18/eksperty-otcenili-mery-borby-s-koronavirusom-na-moskovskom-transporte No restrictions on public transport. However, in-person ticket sales (within public transport vehicles) stopped.",1.0,1.0,https://www.kommersant.ru/doc/4290524 Prime Minister announces a plan to roll out a public information campaign about the coronavirus progression in the near future,2.0,1.0,,3.0,kommersant.ru/doc/4285154?from=doc_vrez. Travel restrictions to/from EU countries + Switzerland and Norway; Closure of border with Belarus,0.0,,6.0,,0.0,,0.0,,63.0,0.0,57.0,	
36,145934462,37.0,106.0,8.0,russia,2020-03-17,RUS,1.0,0.0,,0.0,,"Closure of all theaters, museums, cinemas, circuses, orchestras. Announced by Ministry of Culture. However, no general notice about closing workplaces and working from home http://kommersant.ru/doc/4285154?from=doc_vrez ",2.0,0.0,https://www.kommersant.ru/doc/4285154?from=doc_vrez All sports championships cancelled until April 10th (Ministry of Sports),0.0,,,1.0,1.0,,2.0,1.0,"Closure of all theaters, museums, cinemas, circuses, orchestras. Announced by Ministry of Culture.  http://kommersant.ru/doc/4285154?from=doc_vrez ",3.0,,3996779331.0,"17th March Government announces a 300Bn Rubles (3996779330.542231 USD) package as a stimulus for economy ('anti-crisis fund'). Particularly to support small - mid-sized business in affected industries (e.g. transport, aviation, tourism). Proposed tax-cuts and soft-loans.

https://web.archive.org/web/20200330131950/https://www.trt.net.tr/russian/nauka-tiekhnologii-mieditsina/2020/03/17/rossiiskoie-pravitiel-stvo-vvodit-novyie-miery-poddierzhki-ekonomiki-iz-za-koronavirusa-1379867

https://web.archive.org/web/20200330132040/https://www.rbc.ru/business/16/03/2020/5e6f1b389a794752d13b3c88

https://web.archive.org/web/20200330132141/https://www.kommersant.ru/doc/4291389
",6.0,,0.0,,0.0,,93.0,0.0,57.0,	
37,145934462,51.0,106.0,8.0,russia,2020-03-18,RUS,1.0,0.0,,0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,114.0,0.0,57.0,	
38,145934462,55.0,139.0,8.0,russia,2020-03-19,RUS,1.0,0.0,,0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,6.0,,,,0.0,,147.0,0.0,57.0,	
39,145934462,85.0,190.0,9.0,russia,2020-03-20,RUS,1.0,0.0,,0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,6.0,,,,0.0,,199.0,0.0,57.0,	
40,145934462,106.0,240.0,13.0,russia,2020-03-21,RUS,2.0,0.0,"In Moscow, Mayor Sergei Sobyanin said all state schools, sports schools and further education institutions in the city would be closed from March 21 until April 12. 
Source: https://www.reuters.com/article/us-health-coronavirus-moscow-events/russia-bans-entry-to-foreign-nationals-closes-schools-idUSKBN21329T",0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,"Closure of all fitness centers (gyms, swimming pools) in Moscow). https://www.kommersant.ru/doc/4285154?from=doc_vrez",3.0,,0.0,,6.0,,,,0.0,,253.0,0.0,62.0,	
41,145934462,106.0,289.0,17.0,russia,2020-03-22,RUS,2.0,0.0,"
Source: https://www.reuters.com/article/us-health-coronavirus-moscow-events/russia-bans-entry-to-foreign-nationals-closes-schools-idUSKBN21329T",0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,6.0,,,,0.0,,306.0,0.0,62.0,	
42,145934462,139.0,350.0,17.0,russia,2020-03-23,RUS,2.0,1.0,"Russian schools will go on a three-week vacation from March 23 to April 12 to prevent the spread of coronavirus, Education Minister Sergei Kravtsov said.
Source: https://ria.ru/20200318/1568763110.html ",0.0,,,2.0,0.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,"Flight restrictions to Trukey, Vietnan, Thaliland, Indonesia and Japan. https://www.kommersant.ru/doc/4285154?from=doc_vrez",0.0,,6.0,,124424178.0,Government invests 10 billion rubles for increasing diagnostic + treatment capacity. https://www.kommersant.ru/doc/4299486,286175609.0,"Government invests 23 billion rubles to support pharmaceutical companies, after announcement that Russia started testing vaccines against the coronavirus on 20.03. https://www.kommersant.ru/doc/4285154?from=doc_vrez https://www.kommersant.ru/doc/4299486",438.0,0.0,67.0,	
43,145934462,190.0,420.0,18.0,russia,2020-03-24,RUS,2.0,1.0,,0.0,,,2.0,0.0,,,,,1.0,1.0,From the 24th of March government will share daily updates on hospital preparedness to combat the virus with the public. https://www.kommersant.ru/doc/4299486,2.0,1.0,,3.0,,0.0,,6.0,,0.0,,0.0,,438.0,0.0,67.0,	
44,145934462,240.0,472.0,23.0,russia,2020-03-25,RUS,2.0,1.0,,0.0,,,2.0,0.0,,,,,,,,,,,,,0.0,"Putin Emergency Address 25th March makes suggestions for economic stimulus, yet to be confirmed date of commencement. Said that fiscal stimulus will be expanded and will target low income households and SMEs. On the tax revenue side, small and medium-sized enterprises (SMEs) will receive a 6-month tax holiday (except VAT), the payroll tax rate for SMEs will be irreversibly lowered from 30% to 15% (for the portion of the salaries exceeding the minimum monthly wage of c.US$150). https://web.archive.org/web/20200330132838/http:/en.kremlin.ru/events/president/news/63061",,,,,,,495.0,0.0,24.0,	
45,145934462,289.0,626.0,32.0,russia,2020-03-26,RUS,2.0,1.0,,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,658.0,0.0,,	
46,145934462,350.0,799.0,41.0,russia,2020-03-27,RUS,2.0,1.0,,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,840.0,2.0,,	
47,145934462,420.0,987.0,49.0,russia,2020-03-28,RUS,2.0,1.0,,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1036.0,4.0,,	
48,145934462,472.0,1211.0,53.0,russia,2020-03-29,RUS,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1264.0,5.0,,	
49,145934462,626.0,1462.0,72.0,russia,2020-03-30,RUS,2.0,1.0,,2.0,1.0,"'On March 25, Russian President Vladimir Putin declared a non-working week from March 30 to April 5.' (https://www.kommersant.ru/doc/4285154?from=doc_vrez)
'I declare the next week non-working with salary preservation, that is, weekends will last from Saturday March 28 to Sunday April 5” (Putin) (https://www.kommersant.ru/doc/4301348)
'Russia is beginning what Vladimir Putin called a 'non-working week'' (https://www.bbc.com/news/world-europe-52061381)
'You know that we will have a paid stay-at-home week by decision of the President' (http://government.ru/en/news/39290/)",,,,,,,,,,,,,,,,,,,,,,,1534.0,8.0,,	
50,145934462,799.0,1761.0,75.0,russia,2020-03-31,RUS,,,,2.0,1.0,"'On March 25, Russian President Vladimir Putin declared a non-working week from March 30 to April 5.' (https://www.kommersant.ru/doc/4285154?from=doc_vrez)
'I declare the next week non-working with salary preservation, that is, weekends will last from Saturday March 28 to Sunday April 5” (Putin) (https://www.kommersant.ru/doc/4301348)
'Russia is beginning what Vladimir Putin called a 'non-working week'' (https://www.bbc.com/news/world-europe-52061381)
'You know that we will have a paid stay-at-home week by decision of the President' (http://government.ru/en/news/39290/)",,,,,,,,,,,,,,,,,,,,,,,,,,	
51,145934462,987.0,2199.0,138.0,russia,2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,145934462,1211.0,2563.0,214.0,russia,2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,145934462,1462.0,3283.0,265.0,russia,2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,145934462,1761.0,3834.0,315.0,russia,2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,145934462,2199.0,4355.0,376.0,russia,2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,145934462,2563.0,4989.0,400.0,russia,2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,37742154,0.0,0.0,0.0,canada,2020-02-10,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,7.0,0.0,5.0,	
58,37742154,0.0,0.0,1.0,canada,2020-02-11,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,7.0,0.0,5.0,	
59,37742154,0.0,0.0,1.0,canada,2020-02-12,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,7.0,0.0,5.0,	
60,37742154,0.0,0.0,1.0,canada,2020-02-13,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,7.0,0.0,5.0,	
61,37742154,0.0,0.0,1.0,canada,2020-02-14,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,7.0,0.0,5.0,	
62,37742154,0.0,0.0,1.0,canada,2020-02-15,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
63,37742154,0.0,0.0,1.0,canada,2020-02-16,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
64,37742154,0.0,0.0,1.0,canada,2020-02-17,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
65,37742154,0.0,0.0,1.0,canada,2020-02-18,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
66,37742154,0.0,0.0,1.0,canada,2020-02-19,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
67,37742154,0.0,0.0,2.0,canada,2020-02-20,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,8.0,0.0,5.0,	
68,37742154,0.0,0.0,3.0,canada,2020-02-21,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,9.0,0.0,5.0,	
69,37742154,0.0,0.0,3.0,canada,2020-02-22,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,9.0,0.0,5.0,	
70,37742154,0.0,0.0,3.0,canada,2020-02-23,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,9.0,0.0,5.0,	
71,37742154,0.0,0.0,3.0,canada,2020-02-24,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,9.0,0.0,5.0,	
72,37742154,0.0,0.0,3.0,canada,2020-02-25,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,11.0,0.0,5.0,	
73,37742154,0.0,0.0,3.0,canada,2020-02-26,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,11.0,0.0,5.0,	
74,37742154,0.0,0.0,3.0,canada,2020-02-27,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,12.0,0.0,5.0,	
75,37742154,0.0,12.0,3.0,canada,2020-02-28,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,14.0,0.0,5.0,	
76,37742154,0.0,12.0,4.0,canada,2020-02-29,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,16.0,0.0,5.0,	
77,37742154,0.0,20.0,4.0,canada,2020-03-01,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,20.0,0.0,5.0,	
78,37742154,0.0,20.0,7.0,canada,2020-03-02,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,24.0,0.0,5.0,	
79,37742154,12.0,23.0,7.0,canada,2020-03-03,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.75,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,27.0,0.0,5.0,	
80,37742154,12.0,26.0,7.0,canada,2020-03-04,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,30.0,0.0,5.0,	
81,37742154,20.0,29.0,8.0,canada,2020-03-05,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,0.0,,33.0,0.0,5.0,	
82,37742154,20.0,44.0,8.0,canada,2020-03-06,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,https://www.canada.ca/en/institutes-health-research/news/2020/03/government-of-canada-invests-27m-in-coronavirus-research.html,45.0,0.0,5.0,	
83,37742154,23.0,52.0,8.0,canada,2020-03-07,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,,51.0,0.0,5.0,	
84,37742154,26.0,56.0,8.0,canada,2020-03-08,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,,57.0,0.0,5.0,	
85,37742154,29.0,68.0,9.0,canada,2020-03-09,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,,62.0,0.0,5.0,	
86,37742154,44.0,85.0,9.0,canada,2020-03-10,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,,77.0,1.0,5.0,	
87,37742154,52.0,99.0,10.0,canada,2020-03-11,CAN,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,20109600.0,,93.0,1.0,5.0,	
88,37742154,56.0,130.0,12.0,canada,2020-03-12,CAN,2.0,0.0,https://globalnews.ca/news/6668240/coronavirus-ontario-schools-closed/,0.0,,,1.0,0.0,Alberta and BC both direct events over 250 people to be cancelled https://www.cbc.ca/news/canada/edmonton/alberta-covid-coronavirus-1.5496924,0.0,,,1.0,1.0,50m CAD announced for Public Health Agency of Canada's public information campaign: https://pm.gc.ca/en/news/news-releases/2020/03/11/prime-minister-outlines-canadas-covid-19-response,0.0,,,1.0,,0.0,,1.25,https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/,,,200050950.0,Trudeau announces 275m CAD in research funding on top of previously announced 27m for vaccine development: https://pm.gc.ca/en/news/news-releases/2020/03/11/prime-minister-outlines-canadas-covid-19-response,103.0,1.0,33.0,	
